Race,Lap,Position,Overtaker,Overtaken,Turn,Year,Session,OvertakerNumber,OvertakenNumber,NormalizedPosition,X,Y,CornerAngle,AverageCornerSpeed,SpeedDelta,DistanceDelta,isOvertakerSoft,isOvertakenSoft,isOvertakerMedium,isOvertakenMedium,isOvertakerHard,isOvertakenHard,isOvertakerWet,isOvertakenWet,isOvertakerIntermediate,isOvertakenIntermediate,OvertakerTyreLife,OvertakenTyreLife,IsOvertakerFreshTyre,IsOvertakenFreshTyre,OvertakeHappened
Italy,51,8,Hamilton,Kvyat,4,2020,R,44,26,0.4,6808.6552734375,14630.75390625,0.1501173781133645,-0.6156591108334809,0.16195942734461496,-0.3286529484995697,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0740740746259689,0.0645161271095275,0.0,0.0,1
Italy,52,11,Latifi,Raikkonen,1,2020,R,6,7,0.55,-569.5805053710938,8153.724609375,0.4271870327102273,-0.9741335581185266,1.2357951668351965,1.3516530181688176,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.395348846912384,0.0370370373129844,1.0,1.0,1
Italy,53,7,Hamilton,Ocon,1,2020,R,44,31,0.35,-569.5805053710938,8153.724609375,0.4271870327102273,-0.9741335581185266,0.5650654243716996,-0.4009044255388208,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3877550959587097,0.0,0.0,1
Italy,53,12,Grosjean,Raikkonen,4,2020,R,8,7,0.6,6808.6552734375,14630.75390625,0.1501173781133645,-0.6156591108334809,0.012616792058693354,-0.39084771330001666,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
Russia,6,15,Russell,Raikkonen,2,2020,R,63,7,0.75,-8307.561522466332,-6386.958155513548,0.3050661466280522,-0.5740237854757047,-0.4619238393264474,-0.43469369828854587,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6153846383094788,0.8285714387893677,1.0,1.0,1
Russia,6,15,Raikkonen,Russell,4,2020,R,7,63,0.75,-11890.805463401,-8574.953748968239,0.0411676274039968,-0.04004622337402176,0.854038375552317,-0.4188719884235457,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.8285714387893677,0.6153846383094788,1.0,1.0,1
Russia,6,17,Norris,Albon,13,2020,R,4,23,0.85,-3352.7188052381844,-3458.1405328119563,0.8389280998707525,-0.7772215686323413,-0.15843104198423794,-0.18690346433979843,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.8913043737411499,0.807692289352417,1.0,1.0,1
Russia,8,10,Kvyat,Grosjean,13,2020,R,26,8,0.5,-3352.7188052381844,-3458.1405328119563,0.8389280998707525,-0.7772215686323413,0.32071285788523385,-0.15853792320806517,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7333333492279053,0.7037037014961243,1.0,1.0,1
Russia,9,14,Raikkonen,Latifi,7,2020,R,7,6,0.7,-16351.68023654224,-6793.470353102614,0.635702957113937,0.17342032320635636,1.399051357814637,-0.3684702462384826,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7428571581840515,0.4705882370471954,1.0,1.0,1
Russia,10,16,Norris,Russell,18,2020,R,4,63,0.8,1643.8673614779,359.92430821156995,0.9808397563249884,-0.6666296684254776,-0.5632067694447853,0.07633226069820921,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.804347813129425,0.3076923191547394,1.0,1.0,1
Russia,11,16,Russell,Norris,2,2020,R,63,4,0.8,-8307.561522466332,-6386.958155513548,0.3050661466280522,-0.5740237854757047,-0.5837460748738859,-0.3816050681920133,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2307692319154739,0.782608687877655,1.0,1.0,1
Russia,11,17,Albon,Norris,2,2020,R,23,4,0.85,-8307.561522466332,-6386.958155513548,0.3050661466280522,-0.5740237854757047,-0.7859565905367607,-0.3816050681920133,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6153846383094788,0.782608687877655,1.0,1.0,1
Russia,12,16,Albon,Russell,14,2020,R,23,63,0.8,-2791.95047373098,-4400.109173050213,0.2787511338689964,-0.47177148260707336,1.0799188601521599,-0.3698603153171614,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5769230723381042,0.1538461595773697,1.0,1.0,1
Russia,13,17,Norris,Russell,2,2020,R,4,63,0.85,-8307.561522466332,-6386.958155513548,0.3050661466280522,-0.5740237854757047,-0.6248253341710901,-0.3846398920290631,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.739130437374115,0.0769230797886848,1.0,1.0,1
Russia,15,5,Perez,Ricciardo,3,2020,R,11,3,0.25,-11895.091066264797,-4887.853858686007,0.6452316478458191,1.7889825107089368,-0.7098175312098608,0.6722317094817701,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1000000014901161,-0.2000000029802322,0.0,0.0,1
Russia,16,15,Albon,Latifi,4,2020,R,23,6,0.75,-11890.805463401,-8574.953748968239,0.0411676274039968,-0.04004622337402176,1.6019699688691007,-0.31243502439529874,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4230769276618957,0.0588235296308994,1.0,1.0,1
Russia,16,16,Norris,Latifi,13,2020,R,4,6,0.8,-3352.7188052381844,-3458.1405328119563,0.8389280998707525,-0.7772215686323413,0.05511224213907542,-0.19847343337293516,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6739130616188049,0.0588235296308994,1.0,1.0,1
Russia,19,7,Hamilton,Vettel,2,2020,R,44,5,0.35,-8307.561522466332,-6386.958155513548,0.3050661466280522,-0.5740237854757047,-0.6078271541389373,-0.40529101929744754,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9189189076423644,0.3666666746139526,1.0,1.0,1
Russia,20,9,Ricciardo,Raikkonen,2,2020,R,3,7,0.45,-8307.561522466332,-6386.958155513548,0.3050661466280522,-0.5740237854757047,-0.3383307168610335,0.8645127963173542,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.8684210777282715,0.4285714328289032,1.0,1.0,1
Russia,27,3,Verstappen,Kvyat,2,2020,R,33,26,0.15,-8307.561522466332,-6386.958155513548,0.3050661466280522,-0.5740237854757047,0.4035801203102346,-0.3882224149597948,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.9285714030265808,0.1000000014901161,1.0,1.0,1
Russia,27,7,Ricciardo,Vettel,11,2020,R,3,5,0.35,-9877.80092415907,-2166.345102144356,0.784608949734188,1.9235348907689265,0.9446253043114441,4.069158285172069,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6842105388641357,0.1000000014901161,1.0,1.0,1
Russia,28,8,Ocon,Vettel,2,2020,R,31,5,0.4,-8307.561522466332,-6386.958155513548,0.3050661466280522,-0.5740237854757047,-0.04672704864408234,0.045344750469503106,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7142857313156128,0.0666666701436042,1.0,1.0,1
Russia,34,9,Gasly,Raikkonen,2,2020,R,10,7,0.45,-8307.561522466332,-6386.958155513548,0.3050661466280522,-0.5740237854757047,-0.7225664904534771,-0.3999238962455677,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3333333432674408,0.0285714287310838,1.0,1.0,1
Russia,36,16,Raikkonen,Latifi,2,2020,R,7,6,0.8,-8307.561522466332,-6386.958155513548,0.3050661466280522,-0.5740237854757047,0.05511224213907542,-0.38420872502225656,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9411764740943908,0.4571428596973419,1.0,1.0,1
Russia,37,13,Albon,Giovinazzi,13,2020,R,23,99,0.65,-3352.7188052381844,-3458.1405328119563,0.8389280998707525,-0.7772215686323413,0.39401888720677486,-0.4026357549102647,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6153846383094788,0.4166666567325592,1.0,1.0,1
Russia,39,12,Albon,Grosjean,2,2020,R,23,8,0.6,-8307.561522466332,-6386.958155513548,0.3050661466280522,-0.5740237854757047,-0.24476810151582487,-0.3526069194040096,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5384615659713745,0.1199999973177909,1.0,1.0,1
Russia,40,13,Giovinazzi,Grosjean,2,2020,R,99,8,0.65,-8307.561522466332,-6386.958155513548,0.3050661466280522,-0.5740237854757047,0.6521819075852369,-0.4110477009598197,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3333333432674408,0.0799999982118606,1.0,1.0,1
Russia,41,14,Vettel,Grosjean,2,2020,R,5,8,0.7,-8307.561522466332,-6386.958155513548,0.3050661466280522,-0.5740237854757047,-0.6007442549060387,0.14022337066764956,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0399999991059303,1.0,1.0,1
Russia,42,11,Albon,Magnussen,2,2020,R,23,20,0.55,-8307.561522466332,-6386.958155513548,0.3050661466280522,-0.5740237854757047,0.21250006013877287,-0.38767971115984634,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4230769276618957,0.3030303120613098,1.0,1.0,1
Russia,45,10,Gasly,Albon,13,2020,R,10,23,0.5,-3352.7188052381844,-3458.1405328119563,0.8389280998707525,-0.7772215686323413,0.3972059649079281,-0.23316832029851098,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7272727489471436,0.3076923191547394,1.0,1.0,1
Russia,47,9,Gasly,Norris,2,2020,R,10,4,0.45,-8307.561522466332,-6386.958155513548,0.3050661466280522,-0.5740237854757047,-0.45484094009354875,-0.36818391417274743,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5454545617103577,0.0,1.0,1.0,1
Russia,48,11,Giovinazzi,Magnussen,3,2020,R,99,20,0.55,-11895.091066264797,-4887.853858686007,0.6452316478458191,1.7889825107089368,-0.5182297432988258,-0.4346887044236723,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.1111111119389534,0.1212121248245239,1.0,1.0,1
Eifel,2,13,Magnussen,Gasly,4,2020,R,20,10,0.65,-3856.30078125,-3354.125732421875,0.1363744638948932,-0.21109509175464308,0.11354437760323026,-0.41046836976869266,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428656578064,0.9333333373069764,1.0,1.0,1
Eifel,9,4,Ricciardo,Leclerc,2,2020,R,3,16,0.2,-2634.37353515625,-2487.387451171875,0.0807911532509305,0.13116265434369773,1.357617402382635,-0.42310542270411866,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,-0.2000000029802322,0.0,0.0,1
Eifel,11,10,Gasly,Magnussen,1,2020,R,10,20,0.5,-2960.7265625,-4260.5556640625,0.345726061926943,-0.854642075690178,0.3100888332553875,-0.1300491800720804,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6333333253860474,0.2142857164144516,1.0,1.0,1
Eifel,13,1,Hamilton,Bottas,2,2020,R,44,77,0.05,-2634.37353515625,-2487.387451171875,0.0807911532509305,0.13116265434369773,1.1068906804938627,-0.4292017136117992,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4838709533214569,-0.2307692319154739,0.0,0.0,1
Eifel,13,11,Kvyat,Magnussen,2,2020,R,26,20,0.55,-2634.37353515625,-2487.387451171875,0.0807911532509305,0.13116265434369773,1.7486131525843405,-0.4051245457041171,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2352941185235977,0.0714285746216774,1.0,1.0,1
Eifel,13,18,Vettel,Russell,1,2020,R,5,63,0.9,-2960.7265625,-4260.5556640625,0.345726061926943,-0.854642075690178,0.08521342911063894,-0.419179964856979,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9333333373069764,0.0,1.0,1.0,1
Eifel,15,3,Bottas,Ricciardo,13,2020,R,77,3,0.15,666.461181640625,1096.2901611328125,0.1161179849621069,-0.8319883706210869,0.05511224213907542,-0.40536926365809894,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000238418579,0.4375,1.0,0.0,1
Eifel,16,10,Albon,Kvyat,15,2020,R,23,26,0.5,3437.742919921875,1892.5452880859373,0.0892482628094862,-0.4156975712581431,1.4879393763851532,-0.227749581116533,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4375,0.0588235296308994,1.0,1.0,1
Eifel,18,7,Ricciardo,Gasly,13,2020,R,3,10,0.35,666.461181640625,1096.2901611328125,0.1161179849621069,-0.8319883706210869,0.05191154721885315,-0.07218941290419882,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9285714030265808,0.4000000059604645,1.0,1.0,1
Eifel,20,10,Leclerc,Hulkenberg,1,2020,R,16,27,0.5,-2960.7265625,-4260.5556640625,0.345726061926943,-0.854642075690178,0.07565219600717936,-0.39896666308189926,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.800000011920929,0.5555555820465088,1.0,1.0,1
Eifel,28,7,Leclerc,Gasly,1,2020,R,16,10,0.35,-2960.7265625,-4260.5556640625,0.345726061926943,-0.854642075690178,0.2325335831453099,2.319659098601602,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6399999856948853,0.0666666701436042,1.0,1.0,1
Eifel,29,6,Gasly,Perez,2,2020,R,10,11,0.3,-2634.37353515625,-2487.387451171875,0.0807911532509305,0.13116265434369773,-0.19986434897723668,0.24393184124583228,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0333333350718021,0.9411764740943908,1.0,1.0,1
Eifel,29,6,Perez,Gasly,13,2020,R,11,10,0.3,666.461181640625,1096.2901611328125,0.1161179849621069,-0.8319883706210869,-0.11487215193846598,-0.3449990470400693,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9411764740943908,0.0333333350718021,1.0,1.0,1
Eifel,30,5,Perez,Norris,13,2020,R,11,4,0.25,666.461181640625,1096.2901611328125,0.1161179849621069,-0.8319883706210869,1.2439408575944815,-0.015972720155606395,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8823529481887817,0.9285714030265808,1.0,1.0,1
Eifel,32,13,Hulkenberg,Latifi,1,2020,R,27,6,0.65,-2960.7265625,-4260.5556640625,0.345726061926943,-0.854642075690178,-0.4325300993074695,-0.41877709784664907,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.800000011920929,0.6086956262588501,1.0,1.0,1
Eifel,33,4,Perez,Leclerc,15,2020,R,11,16,0.2,3437.742919921875,1892.5452880859373,0.0892482628094862,-0.4156975712581431,-0.5419580717460893,5.34450409912749,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7058823704719543,0.5400000214576721,1.0,1.0,1
Eifel,34,4,Leclerc,Perez,1,2020,R,16,11,0.2,-2960.7265625,-4260.5556640625,0.345726061926943,-0.854642075690178,-0.7268157112420136,-0.39849387624790034,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5199999809265137,0.6470588445663452,1.0,1.0,1
Eifel,34,4,Perez,Leclerc,13,2020,R,11,16,0.2,666.461181640625,1096.2901611328125,0.1161179849621069,-0.8319883706210869,0.44395193265485344,-0.408077798794986,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6470588445663452,0.5199999809265137,1.0,1.0,1
Eifel,38,8,Leclerc,Raikkonen,1,2020,R,16,7,0.4,-2960.7265625,-4260.5556640625,0.345726061926943,-0.854642075690178,1.329995197720636,-0.40691081473346913,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8399999737739563,0.1764705926179886,0.0,1.0,1
Eifel,38,9,Gasly,Raikkonen,13,2020,R,10,7,0.45,666.461181640625,1096.2901611328125,0.1161179849621069,-0.8319883706210869,0.5650654243716996,-0.3938259400018327,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4285714328289032,0.1764705926179886,1.0,1.0,1
Eifel,39,7,Leclerc,Vettel,1,2020,R,16,5,0.35,-2960.7265625,-4260.5556640625,0.345726061926943,-0.854642075690178,0.14128524660283087,2.1909362545649445,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8199999928474426,0.0666666701436042,0.0,1.0,1
Eifel,39,10,Hulkenberg,Raikkonen,2,2020,R,27,7,0.5,-2634.37353515625,-2487.387451171875,0.0807911532509305,0.13116265434369773,-0.6432397049864207,-0.28311891430183417,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333432674408,0.147058829665184,1.0,1.0,1
Eifel,40,8,Gasly,Vettel,3,2020,R,10,5,0.4,-4690.2216796875,-2910.337890625,0.46871335543876,-0.8107662372402773,1.97407669090507,-0.35867324069257983,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2857142984867096,0.0333333350718021,1.0,1.0,1
Eifel,41,9,Hulkenberg,Vettel,1,2020,R,27,5,0.45,-2960.7265625,-4260.5556640625,0.345726061926943,-0.854642075690178,-0.6191586257213693,-0.05479449700462709,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2000000029802322,0.0,1.0,1.0,1
Eifel,50,7,Gasly,Grosjean,1,2020,R,10,8,0.35,-2960.7265625,-4260.5556640625,0.345726061926943,-0.854642075690178,-0.2629004013647258,-0.2762302099186394,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.625,0.3125,1.0,1.0,1
Eifel,51,6,Gasly,Leclerc,1,2020,R,10,16,0.3,-2960.7265625,-4260.5556640625,0.345726061926943,-0.854642075690178,0.47936448350233674,-0.3947781721563287,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5625,0.5799999833106995,1.0,0.0,1
Eifel,53,12,Vettel,Latifi,1,2020,R,5,6,0.6,-2960.7265625,-4260.5556640625,0.345726061926943,-0.854642075690178,-0.3556829445889807,-0.4235948614698019,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3684210479259491,0.5652173757553101,1.0,1.0,1
Eifel,53,13,Raikkonen,Latifi,7,2020,R,7,6,0.65,-8064.6611328125,-12769.9482421875,0.3714431467290032,-0.750087028565373,-0.7629376543590926,0.028311096041666546,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6538461446762085,0.5652173757553101,1.0,1.0,1
Eifel,55,11,Vettel,Magnussen,2,2020,R,5,20,0.55,-2634.37353515625,-2487.387451171875,0.0807911532509305,0.13116265434369773,-0.39499261384621615,-0.43756204942530263,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2631579041481018,0.54347825050354,1.0,1.0,1
Eifel,55,12,Raikkonen,Magnussen,7,2020,R,7,20,0.6,-8064.6611328125,-12769.9482421875,0.3714431467290032,-0.750087028565373,0.6500576214104703,-0.3529315391959686,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5769230723381042,0.54347825050354,1.0,1.0,1
Portugal,2,1,Sainz,Bottas,6,2020,R,55,77,0.05,16.85721778869629,4148.71337890625,0.0133175584970101,1.2568097479578533,-0.7076932450350942,-0.39431870515304546,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7307692170143127,0.8780487775802612,0.0,0.0,1
Portugal,2,6,Raikkonen,Leclerc,1,2020,R,7,16,0.3,-3572.43603515625,7808.1279296875,0.4341774131497984,0.8453732502380663,-0.11487215193846598,-0.36807570376513504,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8181818127632141,0.7941176295280457,1.0,0.0,1
Portugal,2,7,Ricciardo,Leclerc,3,2020,R,3,16,0.35,-892.9807739257812,8235.65234375,0.0402990886178308,-1.0842897286516664,-0.4792760670543947,-0.4092664243664815,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.7941176295280457,0.0,0.0,1
Portugal,2,9,Gasly,Albon,3,2020,R,10,23,0.45,-892.9807739257812,8235.65234375,0.0402990886178308,-1.0842897286516664,-0.673695588092782,-0.3814119549372514,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7857142686843872,0.8157894611358643,0.0,0.0,1
Portugal,2,10,Stroll,Albon,5,2020,R,18,23,0.5,-194.9493408203125,1906.0338134765625,0.1690879478101444,-1.3176715701000288,0.2697176693497721,-0.30437600384961844,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8888888955116272,0.8157894611358643,1.0,0.0,1
Portugal,2,11,Ocon,Albon,6,2020,R,31,23,0.55,16.85721778869629,4148.71337890625,0.0133175584970101,1.2568097479578533,-0.28450249832021285,0.03189193291787722,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9622641801834106,0.8157894611358643,1.0,0.0,1
Portugal,2,15,Grosjean,Vettel,1,2020,R,8,5,0.75,-3572.43603515625,7808.1279296875,0.4341774131497984,0.8453732502380663,-0.3393928599484168,-0.41467350691050847,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9230769276618958,0.7777777910232544,1.0,0.0,1
Portugal,2,17,Latifi,Magnussen,5,2020,R,6,20,0.85,-194.9493408203125,1906.0338134765625,0.1690879478101444,-1.3176715701000288,-0.33939318416791847,-0.40040333585062565,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9166666865348816,0.9354838728904724,1.0,1.0,1
Portugal,3,11,Albon,Ocon,1,2020,R,23,31,0.55,-3572.43603515625,7808.1279296875,0.4341774131497984,0.8453732502380663,-0.6248253341710901,-0.4055374033019137,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7894737124443054,0.9433962106704712,0.0,1.0,1
Portugal,3,16,Latifi,Vettel,1,2020,R,6,5,0.8,-3572.43603515625,7808.1279296875,0.4341774131497984,0.8453732502380663,-0.30929102453785,-0.32207221483436915,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.7407407164573669,1.0,0.0,1
Portugal,3,16,Vettel,Latifi,6,2020,R,5,6,0.8,16.85721778869629,4148.71337890625,0.0133175584970101,1.2568097479578533,-0.5249605401529398,-0.43641171158003095,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7407407164573669,0.875,0.0,1.0,1
Portugal,5,4,Verstappen,Norris,1,2020,R,33,4,0.2,-3572.43603515625,7808.1279296875,0.4341774131497984,0.8453732502380663,-0.21473824283462278,-0.34014631921850264,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6086956262588501,0.5,0.0,0.0,1
Portugal,5,18,Kvyat,Magnussen,1,2020,R,26,20,0.9,-3572.43603515625,7808.1279296875,0.4341774131497984,0.8453732502380663,1.5524927760403326,-0.42698593576739624,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.800000011920929,0.8387096524238586,1.0,1.0,1
Portugal,6,1,Bottas,Sainz,1,2020,R,77,55,0.05,-3572.43603515625,7808.1279296875,0.4341774131497984,0.8453732502380663,1.836406606117309,-0.31059381856575813,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7804877758026123,0.5769230723381042,0.0,0.0,1
Portugal,7,2,Hamilton,Sainz,1,2020,R,44,55,0.1,-3572.43603515625,7808.1279296875,0.4341774131497984,0.8453732502380663,0.735049818449241,-0.254678455194979,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.699999988079071,0.5384615659713745,0.0,0.0,1
Portugal,8,3,Verstappen,Sainz,1,2020,R,33,55,0.15,-3572.43603515625,7808.1279296875,0.4341774131497984,0.8453732502380663,0.9444956165107867,-0.29843121565709585,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47826087474823,0.5,0.0,0.0,1
Portugal,8,6,Leclerc,Raikkonen,1,2020,R,16,7,0.3,-3572.43603515625,7808.1279296875,0.4341774131497984,0.8453732502380663,-0.13930792733831518,-0.33868967099028197,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6176470518112183,0.2727272808551788,0.0,1.0,1
Portugal,9,5,Leclerc,Norris,1,2020,R,16,4,0.25,-3572.43603515625,7808.1279296875,0.4341774131497984,0.8453732502380663,0.3451486332850829,-0.34071067310158826,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5882353186607361,0.2777777910232544,0.0,0.0,1
Portugal,9,7,Ricciardo,Raikkonen,1,2020,R,3,7,0.35,-3572.43603515625,7808.1279296875,0.4341774131497984,0.8453732502380663,1.1600108036430945,-0.3008683931785696,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1818181872367859,0.0,1.0,1
Portugal,10,8,Gasly,Raikkonen,1,2020,R,10,7,0.4,-3572.43603515625,7808.1279296875,0.4341774131497984,0.8453732502380663,0.5728557705571838,-0.3526968118294534,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0909090936183929,0.0,1.0,1
Portugal,11,7,Gasly,Ricciardo,1,2020,R,10,3,0.35,-3572.43603515625,7808.1279296875,0.4341774131497984,0.8453732502380663,0.2863611532471272,-0.28000585181957194,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4642857015132904,-0.1428571492433548,0.0,0.0,1
Portugal,11,9,Stroll,Raikkonen,1,2020,R,18,7,0.45,-3572.43603515625,7808.1279296875,0.4341774131497984,0.8453732502380663,0.4644912380839538,-0.31797528524244617,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3888888955116272,0.0,1.0,1.0,1
Portugal,12,4,Leclerc,Sainz,1,2020,R,16,55,0.2,-3572.43603515625,7808.1279296875,0.4341774131497984,0.8453732502380663,1.0867047743215534,-0.2820551453541963,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.3461538553237915,0.0,0.0,1
Portugal,12,10,Ocon,Albon,1,2020,R,31,23,0.5,-3572.43603515625,7808.1279296875,0.4341774131497984,0.8453732502380663,0.7817957861961659,-0.36335949492081604,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7735849022865295,0.5526315569877625,1.0,0.0,1
Portugal,12,13,Vettel,Giovinazzi,1,2020,R,5,99,0.65,-3572.43603515625,7808.1279296875,0.4341774131497984,0.8453732502380663,-0.32770669223118715,-0.3772267961126494,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4074074029922485,0.5714285969734192,0.0,1.0,1
Portugal,13,6,Gasly,Norris,1,2020,R,10,4,0.3,-3572.43603515625,7808.1279296875,0.4341774131497984,0.8453732502380663,0.1379801530030793,-0.29915537321613567,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3928571343421936,0.0555555559694767,0.0,0.0,1
