Race,Lap,Position,Overtaker,Overtaken,Turn,Year,Session,OvertakerNumber,OvertakenNumber,NormalizedPosition,X,Y,CornerAngle,AverageCornerSpeed,SpeedDelta,DistanceDelta,OvertakerDrsState,isOvertakerSoft,isOvertakenSoft,isOvertakerMedium,isOvertakenMedium,isOvertakerHard,isOvertakenHard,isOvertakerWet,isOvertakenWet,isOvertakerIntermediate,isOvertakenIntermediate,OvertakerTyreLife,OvertakenTyreLife,IsOvertakerFreshTyre,IsOvertakenFreshTyre
China,27,1,Bottas,Raikkonen,2,2018,R,77,7,0.05,-5133.3388671875,-986.1815795898438,0.2311176749661236,104.64583466666666,7.0,7.263888835906982,0,1,1,0,0,0,0,0,0,0,0,0.3695652186870575,0.3695652186870575,0,0
China,36,12,Ocon,Vandoorne,7,2018,R,31,2,0.6,-3495.4052734375,611.8964233398438,0.2615597309424564,266.45833386666675,1.0,12.117500305175781,0,1,1,0,0,0,0,0,0,0,0,0.239130437374115,0.2222222238779068,1,1
China,36,14,Perez,Stroll,2,2018,R,11,18,0.7,-5133.3388671875,-986.1815795898438,0.2311176749661236,104.64583466666666,6.9375,21.996389389038086,0,1,1,0,0,0,0,0,0,0,0,0.15555556118488312,0.2222222238779068,0,1
China,36,15,Gasly,Stroll,7,2018,R,10,18,0.75,-3495.4052734375,611.8964233398438,0.2615597309424564,266.45833386666675,17.791656494140625,31.877498626708984,0,0,1,1,0,0,0,0,0,0,0,0.2222222238779068,0.2222222238779068,1,1
China,37,5,Ricciardo,Raikkonen,14,2018,R,3,7,0.25,5434.50634765625,-3601.620361328125,0.15519568888133675,69.76666879999999,1.7333335876464844,31.510833740234375,0,1,1,0,0,0,0,0,0,0,0,0.15217390656471252,0.15217390656471252,0,0
China,40,3,Ricciardo,Hamilton,14,2018,R,3,44,0.15,5434.50634765625,-3601.620361328125,0.15519568888133675,69.76666879999999,3.0,51.1441650390625,0,1,1,0,0,0,0,0,0,0,0,0.08695652335882187,0.06666667014360428,0,0
China,42,2,Ricciardo,Vettel,14,2018,R,3,5,0.1,5434.50634765625,-3601.620361328125,0.15519568888133675,69.76666879999999,-4.0,21.9597225189209,0,1,1,0,0,0,0,0,0,0,0,0.043478261679410934,0.022727273404598236,0,0
China,42,4,Verstappen,Hamilton,6,2018,R,33,44,0.2,-6594.7578125,3667.179443359375,0.2878258674113974,95.57500159999998,14.366661071777344,7.465000152587891,0,1,1,0,0,0,0,0,0,0,0,0.02222222276031971,0.02222222276031971,0,0
China,44,6,Hulkenberg,Vettel,1,2018,R,27,5,0.3,-5247.443359375,-2414.479736328125,0.34153972445652836,216.3249984,13.212509155273438,8.040555953979492,0,1,1,0,0,0,0,0,0,0,0,-0.02222222276031971,-0.022727273404598236,0,0
China,45,1,Ricciardo,Bottas,6,2018,R,3,77,0.05,-6594.7578125,3667.179443359375,0.2878258674113974,95.57500159999998,11.327804565429688,4.779999732971191,0,1,1,0,0,0,0,0,0,0,0,-0.021739130839705467,-0.021739130839705467,0,0
China,48,4,Verstappen,Hamilton,6,2018,R,33,44,0.2,-6594.7578125,3667.179443359375,0.2878258674113974,95.57500159999998,5.0958404541015625,8.262778282165527,0,1,0,0,1,0,0,0,0,0,0,0.8888888955116272,0.800000011920929,1,1
China,55,7,Alonso,Vettel,3,2018,R,14,5,0.35,-4563.62158203125,-2055.360595703125,0.2049724608469997,105.17500373333333,11.0,15.30916690826416,0,0,0,1,1,0,0,0,0,0,0,0.1111111119389534,0.10000000149011612,1,1
Azerbaijan,6,4,Verstappen,Ricciardo,2,2018,R,33,3,0.2,2384.0669137610676,3686.0714516243042,0.21476880713070756,104.0,5.975006103515625,44.95000076293945,0,1,1,0,0,0,0,0,0,0,0,0.7567567825317383,0.75,0,0
Azerbaijan,6,5,Sainz,Ricciardo,2,2018,R,55,3,0.25,2384.0669137610676,3686.0714516243042,0.21476880713070756,104.0,18.678558349609375,44.95000076293945,0,1,1,0,0,0,0,0,0,0,0,0.6800000071525574,0.75,0,0
Azerbaijan,6,7,Gasly,Hulkenberg,1,2018,R,10,27,0.35,3689.0374001567743,631.3189725875945,0.06917679199910357,111.0,-4.0958251953125,7.162499904632568,0,1,1,0,0,0,0,0,0,0,0,0.782608687877655,0.20000000298023224,1,0
Azerbaijan,6,8,Gasly,Stroll,1,2018,R,10,18,0.4,3689.0374001567743,631.3189725875945,0.06917679199910357,111.0,0.07501220703125,69.39555358886719,0,1,1,0,0,0,0,0,0,0,0,0.782608687877655,0.7727272510528564,1,1
Azerbaijan,6,8,Stroll,Hulkenberg,1,2018,R,18,27,0.4,3689.0374001567743,631.3189725875945,0.06917679199910357,111.0,-4.17083740234375,7.162499904632568,0,1,1,0,0,0,0,0,0,0,0,0.7727272510528564,0.20000000298023224,1,0
Azerbaijan,6,8,Hulkenberg,Stroll,4,2018,R,27,18,0.4,-4862.6651767420935,-1723.1620080668729,0.07387800644127596,87.0,-0.412506103515625,27.62416648864746,0,1,1,0,0,0,0,0,0,0,0,0.20000000298023224,0.7727272510528564,0,1
Azerbaijan,6,15,Magnussen,Perez,1,2018,R,20,11,0.75,3689.0374001567743,631.3189725875945,0.06917679199910357,111.0,6.47918701171875,17.706666946411133,0,1,1,0,0,0,0,0,0,0,0,0.8684210777282715,0.8947368264198303,1,1
Azerbaijan,8,12,Vandoorne,Grosjean,1,2018,R,2,8,0.6,3689.0374001567743,631.3189725875945,0.06917679199910357,111.0,6.0,17.761388778686523,0,1,1,0,0,0,0,0,0,0,0,0.5625,0.8421052694320679,1,1
Azerbaijan,8,12,Grosjean,Vandoorne,3,2018,R,8,2,0.6,-5565.825567829175,374.2425523226766,0.40327592308601257,95.76987509546453,14.0,0.9155555367469788,0,1,1,0,0,0,0,0,0,0,0,0.8421052694320679,0.5625,1,1
Azerbaijan,9,4,Sainz,Verstappen,1,2018,R,55,33,0.2,3689.0374001567743,631.3189725875945,0.06917679199910357,111.0,4.6916656494140625,0.6358335614204407,0,1,1,0,0,0,0,0,0,0,0,0.5600000023841858,0.6756756901741028,0,0
Azerbaijan,9,6,Hulkenberg,Ricciardo,2,2018,R,27,3,0.3,2384.0669137610676,3686.0714516243042,0.21476880713070756,104.0,-2.5374984741210938,5.384723663330078,0,1,1,0,0,0,0,0,0,0,0,-0.10000000149011612,0.6666666865348816,0,0
Azerbaijan,9,10,Raikkonen,Gasly,3,2018,R,7,10,0.5,-5565.825567829175,374.2425523226766,0.40327592308601257,95.76987509546453,-3.0,8.322221755981445,0,1,1,0,0,0,0,0,0,0,0,0.8571428656578064,0.6521739363670349,1,1
Azerbaijan,10,13,Perez,Vandoorne,1,2018,R,11,2,0.65,3689.0374001567743,631.3189725875945,0.06917679199910357,111.0,4.6833343505859375,34.59694290161133,0,1,1,0,0,0,0,0,0,0,0,0.7894737124443054,0.4375,1,1
Azerbaijan,11,16,Ericsson,Magnussen,1,2018,R,9,20,0.8,3689.0374001567743,631.3189725875945,0.06917679199910357,111.0,10.0,30.738054275512695,0,1,1,0,0,0,0,0,0,0,0,0.4117647111415863,0.7368420958518982,1,1
Azerbaijan,15,4,Verstappen,Sainz,20,2018,R,33,55,0.2,-8077.3100390339205,-4403.674074673621,0.14898601646893658,306.0,21.20001220703125,1417.5557861328125,0,1,1,0,0,0,0,0,0,0,0,0.5135135054588318,0.3199999928474426,0,0
Azerbaijan,15,8,Raikkonen,Stroll,1,2018,R,7,18,0.4,3689.0374001567743,631.3189725875945,0.06917679199910357,111.0,7.0,1.3447222709655762,0,1,1,0,0,0,0,0,0,0,0,0.7346938848495483,0.3636363744735718,1,1
Azerbaijan,17,6,Raikkonen,Leclerc,1,2018,R,7,16,0.3,3689.0374001567743,631.3189725875945,0.06917679199910357,111.0,-5.0,6.86638879776001,0,1,1,0,0,0,0,0,0,0,0,0.6938775777816772,0.30434781312942505,1,1
Azerbaijan,18,16,Gasly,Ericsson,20,2018,R,10,9,0.8,-8077.3100390339205,-4403.674074673621,0.14898601646893658,306.0,11.916656494140625,524.9491577148438,0,1,1,0,0,0,0,0,0,0,0,0.7777777910232544,0.0,1,1
Azerbaijan,21,8,Perez,Stroll,1,2018,R,11,18,0.4,3689.0374001567743,631.3189725875945,0.06917679199910357,111.0,25.53571319580078,56.79944610595703,0,1,1,0,0,0,0,0,0,0,0,0.5,0.09090909361839294,1,1
Azerbaijan,23,11,Sainz,Alonso,1,2018,R,55,14,0.55,3689.0374001567743,631.3189725875945,0.06917679199910357,111.0,11.0,37.64444351196289,0,1,1,0,0,0,0,0,0,0,0,0.6800000071525574,0.43589743971824646,1,1
Azerbaijan,26,10,Leclerc,Alonso,1,2018,R,16,14,0.5,3689.0374001567743,631.3189725875945,0.06917679199910357,111.0,2.2083358764648438,32.293888092041016,0,1,1,0,0,0,0,0,0,0,0,0.875,0.3589743673801422,1,1
Azerbaijan,27,4,Ricciardo,Verstappen,1,2018,R,3,33,0.2,3689.0374001567743,631.3189725875945,0.06917679199910357,111.0,7.0,17.59027862548828,0,1,1,0,0,0,0,0,0,0,0,0.1666666716337204,0.18918919563293457,0,0
Azerbaijan,27,4,Verstappen,Ricciardo,2,2018,R,33,3,0.2,2384.0669137610676,3686.0714516243042,0.21476880713070756,104.0,8.291664123535156,83.88721466064453,0,1,1,0,0,0,0,0,0,0,0,0.18918919563293457,0.1666666716337204,0,0
Azerbaijan,35,4,Ricciardo,Verstappen,1,2018,R,3,33,0.2,3689.0374001567743,631.3189725875945,0.06917679199910357,111.0,8.0,21.724445343017578,0,1,1,0,0,0,0,0,0,0,0,-0.0555555559694767,-0.027027027681469917,0,0
Azerbaijan,48,3,Raikkonen,Vettel,2,2018,R,7,5,0.15,2384.0669137610676,3686.0714516243042,0.21476880713070756,104.0,-31.599998474121094,12.980555534362793,0,1,1,0,0,0,0,0,0,0,0,0.06122449040412903,0.27272728085517883,1,1
Azerbaijan,48,6,Leclerc,Sainz,1,2018,R,16,55,0.3,3689.0374001567743,631.3189725875945,0.06917679199910357,111.0,-7.166664123535156,11.092499732971191,0,1,1,0,0,0,0,0,0,0,0,0.27272728085517883,0.5600000023841858,1,0
Azerbaijan,48,8,Alonso,Stroll,1,2018,R,14,18,0.4,3689.0374001567743,631.3189725875945,0.06917679199910357,111.0,8.0,3.2750000953674316,0,1,1,0,0,0,0,0,0,0,0,-0.09090909361839294,0.27272728085517883,0,1
Azerbaijan,48,10,Gasly,Magnussen,1,2018,R,10,20,0.5,3689.0374001567743,631.3189725875945,0.06917679199910357,111.0,7.0,31.649999618530273,0,1,1,0,0,0,0,0,0,0,0,0.6086956262588501,0.25,1,1
Azerbaijan,48,11,Vandoorne,Hartley,1,2018,R,2,28,0.55,3689.0374001567743,631.3189725875945,0.06917679199910357,111.0,-7.371429443359375,14.465555191040039,0,1,1,0,0,0,0,0,0,0,0,0.807692289352417,0.7272727489471436,0,1
Azerbaijan,48,12,Vandoorne,Ericsson,1,2018,R,2,9,0.6,3689.0374001567743,631.3189725875945,0.06917679199910357,111.0,-7.371429443359375,30.25694465637207,0,1,1,0,0,0,0,0,0,0,0,0.807692289352417,0.6363636255264282,0,0
Azerbaijan,49,4,Perez,Vettel,1,2018,R,11,5,0.2,3689.0374001567743,631.3189725875945,0.06917679199910357,111.0,5.0,13.91333293914795,0,1,1,0,0,0,0,0,0,0,0,0.1818181872367859,0.1818181872367859,1,1
Azerbaijan,49,5,Sainz,Leclerc,1,2018,R,55,16,0.25,3689.0374001567743,631.3189725875945,0.06917679199910357,111.0,1.6624984741210938,12.254166603088379,0,1,1,0,0,0,0,0,0,0,0,0.5199999809265137,0.1818181872367859,0,1
Azerbaijan,51,7,Alonso,Stroll,3,2018,R,14,18,0.35,-5565.825567829175,374.2425523226766,0.40327592308601257,95.76987509546453,0.9246826171875,44.11555099487305,0,1,1,0,0,0,0,0,0,0,0,-0.3636363744735718,0.0,0,1
Spain,7,10,Alonso,Ocon,3,2018,R,14,31,0.5,-6846.68701171875,-7532.82373046875,0.343115448111375,251.0,11.915420532226562,25.878190994262695,0,1,1,0,0,0,0,0,0,0,0,0.550000011920929,0.7857142686843872,0,1
Spain,7,16,Sirotkin,Hartley,1,2018,R,35,28,0.8,-3728.05029296875,-7258.6728515625,0.20393872344143782,148.0,-18.787506103515625,11.897222518920898,0,0,0,1,1,0,0,0,0,0,0,0.9189189076423645,0.949999988079071,1,1
Spain,20,5,Vettel,Magnussen,1,2018,R,5,20,0.25,-3728.05029296875,-7258.6728515625,0.20393872344143782,148.0,1.3428497314453125,0.784166693687439,0,0,1,1,0,0,0,0,0,0,0,0.9387755393981934,0.25806450843811035,1,0
Spain,21,6,Bottas,Magnussen,1,2018,R,77,20,0.3,-3728.05029296875,-7258.6728515625,0.20393872344143782,148.0,7.0416717529296875,17.998611450195312,0,0,1,1,0,0,0,0,0,0,0,0.957446813583374,0.22580644488334656,1,0
Spain,25,13,Leclerc,Hartley,1,2018,R,16,28,0.65,-3728.05029296875,-7258.6728515625,0.20393872344143782,148.0,6.19403076171875,10.366389274597168,0,0,0,1,1,0,0,0,0,0,0,0.8863636255264282,0.6499999761581421,1,1
Spain,26,13,Alonso,Hartley,1,2018,R,14,28,0.65,-3728.05029296875,-7258.6728515625,0.20393872344143782,148.0,-3.133331298828125,13.868611335754395,0,0,0,1,1,0,0,0,0,0,0,0.8863636255264282,0.6333333253860474,1,1
Spain,35,11,Perez,Stroll,1,2018,R,11,18,0.55,-3728.05029296875,-7258.6728515625,0.20393872344143782,148.0,13.029861450195312,17.49388885498047,0,0,0,1,1,0,0,0,0,0,0,0.3571428656578064,0.6590909361839294,1,1
Spain,35,15,Ocon,Sirotkin,1,2018,R,31,35,0.75,-3728.05029296875,-7258.6728515625,0.20393872344143782,148.0,19.0,16.389999389648438,0,0,0,1,1,0,0,0,0,0,0,0.4000000059604645,0.6486486196517944,1,0
Spain,42,8,Alonso,Leclerc,1,2018,R,14,16,0.4,-3728.05029296875,-7258.6728515625,0.20393872344143782,148.0,-4.640167236328125,1.1722220182418823,0,0,0,1,1,0,0,0,0,0,0,0.5227272510528564,0.5,1,1
Spain,42,11,Perez,Ericsson,1,2018,R,11,9,0.55,-3728.05029296875,-7258.6728515625,0.20393872344143782,148.0,10.958160400390625,28.82666778564453,0,1,1,0,0,0,0,0,0,0,0,0.8367347121238708,0.7586206793785095,0,1
Spain,43,10,Perez,Stroll,1,2018,R,11,18,0.5,-3728.05029296875,-7258.6728515625,0.20393872344143782,148.0,12.0,25.68138885498047,0,1,0,0,1,0,0,0,0,0,0,0.8163265585899353,0.47727271914482117,0,1
Spain,58,9,Perez,Leclerc,1,2018,R,11,16,0.45,-3728.05029296875,-7258.6728515625,0.20393872344143782,148.0,23.0,32.552223205566406,0,1,0,0,1,0,0,0,0,0,0,0.5102040767669678,0.13636364042758942,0,1
Monaco,5,17,Verstappen,Ericsson,5,2018,R,33,9,0.85,-1422.224853515625,-197.89369201660156,0.21164182397794226,97.92916480000001,10.500007629394531,4.253612041473389,0,1,1,0,0,0,0,0,0,0,0,0.9130434989929199,0.75,1,1
Monaco,7,16,Verstappen,Stroll,10,2018,R,33,18,0.8,-4159.9892578125,-4441.59521484375,0.4023489180846908,121.0,4.291664123535156,12.812499046325684,0,1,1,0,0,0,0,0,0,0,0,0.8695651888847351,0.25,1,1
Monaco,15,13,Verstappen,Leclerc,10,2018,R,33,16,0.65,-4159.9892578125,-4441.59521484375,0.4023489180846908,121.0,4.0,46.68166732788086,0,1,1,0,0,0,0,0,0,0,0,0.695652186870575,0.9824561476707458,1,1
Monaco,57,9,Verstappen,Sainz,10,2018,R,33,55,0.45,-4159.9892578125,-4441.59521484375,0.4023489180846908,121.0,17.715499877929688,16.309165954589844,0,1,1,0,0,0,0,0,0,0,0,0.6774193644523621,0.33870968222618103,1,1
Canada,5,11,Alonso,Magnussen,2,2018,R,14,20,0.55,3856.566650390625,-2073.48876953125,0.06192396807366426,87.0,7.545833587646484,4.972221851348877,0,1,1,0,0,0,0,0,0,0,0,0.7647058963775635,0.8095238208770752,1,1
Canada,5,13,Alonso,Sirotkin,1,2018,R,14,35,0.65,3314.213623046875,-1317.8548583984375,0.4602895089513553,150.45000320000003,10.0,4.684999942779541,0,1,1,0,0,0,0,0,0,0,0,0.7647058963775635,0.8399999737739563,1,1
Canada,5,14,Gasly,Sirotkin,2,2018,R,10,35,0.7,3856.566650390625,-2073.48876953125,0.06192396807366426,87.0,3.6678543090820312,5.863888740539551,0,1,1,0,0,0,0,0,0,0,0,0.8181818127632141,0.8399999737739563,1,1
Canada,24,7,Hulkenberg,Grosjean,11,2018,R,27,8,0.35,-374.8269958496094,15840.400390625,0.02602144783652964,195.5500032,-13.083328247070312,1084.6064453125,0,1,1,0,0,0,0,0,0,0,0,0.8035714030265808,0.5106382966041565,1,1
Canada,25,8,Sainz,Grosjean,11,2018,R,55,8,0.4,-374.8269958496094,15840.400390625,0.02602144783652964,195.5500032,-1.5666656494140625,78.4669418334961,0,1,1,0,0,0,0,0,0,0,0,0.800000011920929,0.4893617033958435,1,1
Canada,48,9,Ocon,Grosjean,11,2018,R,31,8,0.45,-374.8269958496094,15840.400390625,0.02602144783652964,195.5500032,-2.23333740234375,121.47833251953125,0,1,1,0,0,0,0,0,0,0,0,0.36206895112991333,0.0,1,1
France,6,6,Raikkonen,Leclerc,8,2018,R,7,16,0.3,1168.4274280279105,406.52868079089194,0.2276097708342582,140.0,-2.0,27.241945266723633,0,1,1,0,0,0,0,0,0,0,0,0.7575757503509521,0.7333333492279053,0,0
France,6,16,Vettel,Alonso,3,2018,R,5,14,0.8,-9698.041544087078,3189.495312516554,0.427224865053029,215.0,-13.0,1.5758333206176758,0,1,1,0,0,0,0,0,0,0,0,0.8717948794364929,0.8888888955116272,1,1
France,7,13,Vettel,Hartley,11,2018,R,5,28,0.65,8822.546802013514,-6915.538493025753,0.2693231807656722,186.2666666666667,7.0,24.60416603088379,0,1,1,0,0,0,0,0,0,0,0,0.8461538553237915,0.837837815284729,1,1
France,7,14,Vettel,Stroll,1,2018,R,5,18,0.7,-3875.8803543388667,940.6145863310726,0.7785254131142706,239.0,30.0,9.359999656677246,0,1,1,0,0,0,0,0,0,0,0,0.8461538553237915,0.875,1,1
France,8,5,Raikkonen,Magnussen,8,2018,R,7,20,0.25,1168.4274280279105,406.52868079089194,0.2276097708342582,140.0,4.021507263183594,5.414444446563721,0,1,1,0,0,0,0,0,0,0,0,0.6969696879386902,0.6296296119689941,0,0
France,8,11,Vandoorne,Ericsson,1,2018,R,2,9,0.55,-3875.8803543388667,940.6145863310726,0.7785254131142706,239.0,5.6583251953125,8.418889045715332,0,1,1,0,0,0,0,0,0,0,0,0.8205128312110901,0.7941176295280457,1,1
France,8,12,Vettel,Ericsson,8,2018,R,5,9,0.6,1168.4274280279105,406.52868079089194,0.2276097708342582,140.0,-4.0,11.645277976989746,0,1,1,0,0,0,0,0,0,0,0,0.8205128312110901,0.7941176295280457,1,1
France,8,14,Bottas,Hartley,12,2018,R,77,28,0.7,8770.438108508657,-3480.0457782046815,0.7402948336049112,142.0,11.0,3.6083333492279053,0,1,1,0,0,0,0,0,0,0,0,0.8157894611358643,0.8108108043670654,1,1
France,8,15,Bottas,Stroll,8,2018,R,77,18,0.75,1168.4274280279105,406.52868079089194,0.2276097708342582,140.0,-1.0,18.351943969726562,0,1,1,0,0,0,0,0,0,0,0,0.8157894611358643,0.8541666865348816,1,1
France,9,3,Ricciardo,Sainz,8,2018,R,3,55,0.15,1168.4274280279105,406.52868079089194,0.2276097708342582,140.0,10.23333740234375,12.475555419921875,0,1,1,0,0,0,0,0,0,0,0,0.5185185074806213,0.5600000023841858,0,0
France,9,11,Vettel,Vandoorne,1,2018,R,5,2,0.55,-3875.8803543388667,940.6145863310726,0.7785254131142706,239.0,19.0,7.509166717529297,0,1,1,0,0,0,0,0,0,0,0,0.7948718070983887,0.7948718070983887,1,1
France,10,4,Raikkonen,Sainz,8,2018,R,7,55,0.2,1168.4274280279105,406.52868079089194,0.2276097708342582,140.0,-8.0,30.04222297668457,0,1,1,0,0,0,0,0,0,0,0,0.6363636255264282,0.5199999809265137,0,0
France,11,10,Vettel,Hulkenberg,11,2018,R,5,27,0.5,8822.546802013514,-6915.538493025753,0.2693231807656722,186.2666666666667,18.083328247070312,55.94750213623047,0,1,1,0,0,0,0,0,0,0,0,0.7435897588729858,0.7222222089767456,1,1
France,11,12,Bottas,Vandoorne,8,2018,R,77,2,0.6,1168.4274280279105,406.52868079089194,0.2276097708342582,140.0,-8.916664123535156,4.7055559158325195,0,1,1,0,0,0,0,0,0,0,0,0.7368420958518982,0.7435897588729858,1,1
France,13,9,Vettel,Perez,8,2018,R,5,11,0.45,1168.4274280279105,406.52868079089194,0.2276097708342582,140.0,0.0,13.523333549499512,0,1,1,0,0,0,0,0,0,0,0,0.692307710647583,0.5555555820465088,1,1
France,14,8,Vettel,Grosjean,8,2018,R,5,8,0.4,1168.4274280279105,406.52868079089194,0.2276097708342582,140.0,9.312492370605469,14.1769437789917,0,1,1,0,0,0,0,0,0,0,0,0.6666666865348816,0.5151515007019043,1,0
France,14,10,Hulkenberg,Perez,8,2018,R,27,11,0.5,1168.4274280279105,406.52868079089194,0.2276097708342582,140.0,-1.556488037109375,10.79444408416748,0,1,1,0,0,0,0,0,0,0,0,0.6388888955116272,0.5185185074806213,1,1
France,15,11,Bottas,Perez,2,2018,R,77,11,0.55,-4778.445772562185,583.518104034581,0.1993999943757381,187.0,16.0,108.5616683959961,0,1,1,0,0,0,0,0,0,0,0,0.6315789222717285,0.48148149251937866,1,1
France,16,9,Hulkenberg,Grosjean,8,2018,R,27,8,0.45,1168.4274280279105,406.52868079089194,0.2276097708342582,140.0,18.099998474121094,3.9091665744781494,0,1,1,0,0,0,0,0,0,0,0,0.5833333134651184,0.4545454680919647,1,0
France,17,7,Vettel,Leclerc,8,2018,R,5,16,0.35,1168.4274280279105,406.52868079089194,0.2276097708342582,140.0,3.5333404541015625,42.07749938964844,0,1,1,0,0,0,0,0,0,0,0,0.5897436141967773,0.36666667461395264,1,0
France,18,6,Vettel,Magnussen,8,2018,R,5,20,0.3,1168.4274280279105,406.52868079089194,0.2276097708342582,140.0,4.408332824707031,14.384444236755371,0,1,1,0,0,0,0,0,0,0,0,0.5641025900840759,0.25925925374031067,1,0
France,19,10,Bottas,Grosjean,12,2018,R,77,8,0.5,8770.438108508657,-3480.0457782046815,0.7402948336049112,142.0,3.0,172.87306213378906,0,1,1,0,0,0,0,0,0,0,0,0.5263158082962036,0.3636363744735718,1,0
France,20,5,Vettel,Sainz,8,2018,R,5,55,0.25,1168.4274280279105,406.52868079089194,0.2276097708342582,140.0,0.7512435913085938,15.529444694519043,0,1,1,0,0,0,0,0,0,0,0,0.5128205418586731,0.11999999731779099,1,0
France,24,8,Hulkenberg,Leclerc,8,2018,R,27,16,0.4,1168.4274280279105,406.52868079089194,0.2276097708342582,140.0,-6.0,81.6802749633789,0,1,1,0,0,0,0,0,0,0,0,0.3611111044883728,0.13333334028720856,1,0
France,27,14,Sainz,Ericsson,8,2018,R,55,9,0.7,1168.4274280279105,406.52868079089194,0.2276097708342582,140.0,8.0,19.74333381652832,0,1,1,0,0,0,0,0,0,0,0,0.9629629850387573,0.23529411852359772,1,1
France,28,8,Bottas,Leclerc,8,2018,R,77,16,0.4,1168.4274280279105,406.52868079089194,0.2276097708342582,140.0,8.0,96.87666320800781,0,1,1,0,0,0,0,0,0,0,0,0.28947368264198303,0.0,1,0
France,30,12,Magnussen,Hartley,8,2018,R,20,28,0.6,1168.4274280279105,406.52868079089194,0.2276097708342582,140.0,3.64166259765625,3.526111125946045,0,1,1,0,0,0,0,0,0,0,0,0.9200000166893005,0.21621622145175934,1,1
France,32,15,Leclerc,Stroll,8,2018,R,16,18,0.75,1168.4274280279105,406.52868079089194,0.2276097708342582,140.0,19.0,30.11722183227539,0,1,1,0,0,0,0,0,0,0,0,0.9545454382896423,0.3541666567325592,1,1
France,34,4,Ricciardo,Vettel,12,2018,R,3,5,0.2,8770.438108508657,-3480.0457782046815,0.7402948336049112,142.0,0.0,412.04443359375,0,1,1,0,0,0,0,0,0,0,0,0.7599999904632568,0.1538461595773697,1,1
France,35,8,Sainz,Vandoorne,8,2018,R,55,2,0.4,1168.4274280279105,406.52868079089194,0.2276097708342582,140.0,4.0,1037.901123046875,0,1,1,0,0,0,0,0,0,0,0,0.6666666865348816,0.12820513546466827,1,1
France,35,13,Leclerc,Alonso,8,2018,R,16,14,0.65,1168.4274280279105,406.52868079089194,0.2276097708342582,140.0,14.0,11.266666412353516,0,1,1,0,0,0,0,0,0,0,0,0.8181818127632141,0.24444444477558136,1,1
