Race,Lap,Position,Overtaker,Overtaken,Turn,Year,Session,OvertakerNumber,OvertakenNumber,NormalizedPosition,X,Y,CornerAngle,AverageCornerSpeed,SpeedDelta,DistanceDelta,OvertakerDrsState,isOvertakerSoft,isOvertakenSoft,isOvertakerMedium,isOvertakenMedium,isOvertakerHard,isOvertakenHard,isOvertakerWet,isOvertakenWet,isOvertakerIntermediate,isOvertakenIntermediate,OvertakerTyreLife,OvertakenTyreLife,IsOvertakerFreshTyre,IsOvertakenFreshTyre
Hungary,14,15,Ricciardo,Russell,5,2019,R,3,63,0.75,-20.38125991821289,10382.619140625,0.12544421230004407,156.0,-2.0,46.40888977050781,0,0,0,0,1,1,0,0,0,0,0,0.695652186870575,0.125,1,1
Hungary,14,17,Bottas,Stroll,11,2019,R,77,18,0.85,4508.7236328125,2507.1708984375,0.047189100735729655,234.57499840000006,-1.5625,62.47722244262695,0,0,0,0,1,1,0,0,0,0,0,0.7804877758026123,0.125,1,1
Hungary,15,16,Bottas,Russell,2,2019,R,77,63,0.8,-1739.7655029296875,2279.862060546875,0.13981463357164783,127.12499733333334,-0.0,17.162776947021484,0,0,0,0,1,1,0,0,0,0,0,0.7560975551605225,0.0625,1,1
Hungary,18,12,Kvyat,Albon,16,2019,R,26,23,0.6,137.27439880371094,8089.453125,0.4409167736412406,241.0,-5.0,83.59750366210938,0,0,0,1,1,0,0,0,0,0,0,0.1428571492433548,0.3571428656578064,1,1
Hungary,24,15,Kvyat,Grosjean,10,2019,R,26,8,0.75,3859.828125,4303.83642578125,0.4630352456010322,251.04184045741505,-4.0,100.42111206054688,0,0,0,0,0,1,1,0,0,0,0,0.936170220375061,0.8333333134651184,1,1
Hungary,31,10,Norris,Ricciardo,15,2019,R,4,3,0.5,-6033.7314453125,4029.2685546875,0.4070049196767693,115.0,1.6458282470703125,6.676111221313477,0,0,0,0,0,1,1,0,0,0,0,0.9268292784690856,0.3260869681835174,1,1
Hungary,32,6,Gasly,Hulkenberg,6,2019,R,10,27,0.3,2399.324462890625,8671.92578125,0.01901093562080374,113.10460114353778,-2.1999969482421875,35.261112213134766,0,0,0,0,1,1,0,0,0,0,0,0.9024389982223511,0.1111111119389534,1,1
Hungary,32,11,Bottas,Ricciardo,14,2019,R,77,3,0.55,828.6363525390625,-1344.8851318359375,0.13909422348925982,159.0,-3.0,49.595001220703125,0,0,0,0,0,1,1,0,0,0,0,0.3414634168148041,0.30434781312942505,1,1
Hungary,33,7,Raikkonen,Hulkenberg,9,2019,R,7,27,0.35,3969.8935546875,6201.38525390625,0.0864375470822104,169.0,-6.0,69.76777648925781,0,0,0,1,1,0,0,0,0,0,0,0.8999999761581421,0.0833333358168602,1,1
Hungary,33,9,Norris,Magnussen,3,2019,R,4,20,0.45,-2081.064208984375,3944.518310546875,0.014795790020747332,235.0,-16.715484619140625,46.28277587890625,0,0,0,0,1,1,0,0,0,0,0,0.8780487775802612,0.1315789520740509,1,1
Hungary,34,10,Bottas,Magnussen,11,2019,R,77,20,0.5,4508.7236328125,2507.1708984375,0.047189100735729655,234.57499840000006,-5.0,96.63805389404297,0,0,0,0,1,1,0,0,0,0,0,0.2926829159259796,0.10526315867900848,1,1
Hungary,49,11,Bottas,Albon,8,2019,R,77,23,0.55,2747.3857421875,6726.5771484375,0.3685773244654227,181.0,-1.9037628173828125,49.95277786254883,0,0,0,1,0,0,1,0,0,0,0,0.8928571343421936,0.4878048896789551,0,1
Hungary,50,10,Bottas,Kvyat,10,2019,R,77,26,0.5,3859.828125,4303.83642578125,0.4630352456010322,251.04184045741505,-3.0,85.88194274902344,0,0,0,1,0,0,1,0,0,0,0,0.8571428656578064,0.38297873735427856,0,1
Hungary,51,9,Bottas,Perez,7,2019,R,77,11,0.45,2251.829833984375,8271.9306640625,0.47709668219407037,169.0,-15.57501220703125,98.33611297607422,0,0,0,1,0,0,1,0,0,0,0,0.8214285969734192,0.3529411852359772,0,1
Hungary,52,18,Stroll,Kubica,6,2019,R,18,88,0.9,2399.324462890625,8671.92578125,0.01901093562080374,113.10460114353778,-10.98333740234375,88.07971954345703,0,1,0,0,0,0,1,0,0,0,0,0.8888888955116272,0.30612245202064514,1,1
Hungary,60,17,Stroll,Giovinazzi,8,2019,R,18,99,0.85,2747.3857421875,6726.5771484375,0.3685773244654227,181.0,-9.979080200195312,61.47972106933594,0,1,0,0,0,0,1,0,0,0,0,0.4444444477558136,0.15094339847564697,1,1
Hungary,61,11,Albon,Kvyat,6,2019,R,23,26,0.55,2399.324462890625,8671.92578125,0.01901093562080374,113.10460114353778,-0.0,43.68305587768555,0,0,0,0,0,1,1,0,0,0,0,0.19512194395065308,0.1489361673593521,1,1
Hungary,63,8,Bottas,Norris,13,2019,R,77,4,0.4,-202.31922912597656,920.361572265625,0.4069923576128059,138.0,-3.4430389404296875,102.67527770996094,0,0,0,1,0,0,1,0,0,0,0,0.3928571343421936,0.1463414579629898,0,1
Hungary,64,10,Albon,Perez,11,2019,R,23,11,0.5,4508.7236328125,2507.1708984375,0.047189100735729655,234.57499840000006,-15.0,122.64389038085938,0,0,0,0,0,1,1,0,0,0,0,0.12195122241973877,0.09803921729326248,1,1
Hungary,65,12,Hulkenberg,Kvyat,11,2019,R,27,26,0.6,4508.7236328125,2507.1708984375,0.047189100735729655,234.57499840000006,-3.0585784912109375,146.80833435058594,0,1,0,0,0,0,1,0,0,0,0,0.12121212482452393,0.06382978707551956,1,1
Hungary,67,1,Hamilton,Verstappen,2,2019,R,44,33,0.05,-1739.7655029296875,2279.862060546875,0.13981463357164783,127.12499733333334,-6.3000030517578125,32.06916809082031,0,0,0,1,0,0,1,0,0,0,0,0.6538461446762085,0.0,0,1
Hungary,67,13,Magnussen,Kvyat,12,2019,R,20,26,0.65,1823.3304443359375,-301.9350891113281,0.24575727930407154,119.0,-33.0,111.1352767944336,0,1,0,0,0,0,1,0,0,0,0,0.06451612710952759,0.021276595070958138,1,1
Hungary,67,14,Ricciardo,Kvyat,4,2019,R,3,26,0.7,137.27439880371094,8089.453125,0.44091677364124066,241.0,-5.541656494140625,42.60499954223633,0,1,0,0,0,0,1,0,0,0,0,0.08695652335882187,0.021276595070958138,1,1
Hungary,68,3,Vettel,Leclerc,13,2019,R,5,16,0.15,-202.31922912597656,920.361572265625,0.4069923576128059,138.0,-10.0,94.649169921875,0,1,0,0,0,0,1,0,0,0,0,0.06451612710952759,0.04651162773370743,1,0
Belgium,5,16,Ricciardo,Kubica,7,2019,R,3,88,0.8,7960.5205078125,-13774.4111328125,0.42655267369995414,208.0,-6.1875,18.44333267211914,0,0,0,1,1,0,0,0,0,0,0,0.9047619104385376,0.8387096524238586,1,1
Belgium,6,15,Ricciardo,Russell,1,2019,R,3,63,0.75,-2268.255615234375,4480.01220703125,0.4046715539311289,90.0,-0.871429443359375,15.948332786560059,0,0,0,1,1,0,0,0,0,0,0,0.8809523582458496,0.800000011920929,1,1
Belgium,6,17,Raikkonen,Kubica,1,2019,R,7,88,0.85,-2268.255615234375,4480.01220703125,0.4046715539311289,90.0,-3.0,23.419445037841797,0,0,0,1,1,0,0,0,0,0,0,0.8333333134651184,0.8064516186714172,0,1
Belgium,7,16,Raikkonen,Russell,19,2019,R,7,63,0.8,549.4779052734375,-386.9144592285156,0.04032189154602411,80.1333333333333,-5.0,28.118610382080078,0,0,0,1,1,0,0,0,0,0,0,0.800000011920929,0.7666666507720947,0,1
Belgium,10,7,Perez,Magnussen,4,2019,R,11,20,0.35,4054.815185546875,-1175.5828857421875,0.4427008497737532,311.1750015999999,-10.33892822265625,329.33526611328125,0,1,1,0,0,0,0,0,0,0,0,0.13333334028720856,0.47999998927116394,0,0
Belgium,11,8,Gasly,Magnussen,7,2019,R,10,20,0.4,7960.5205078125,-13774.4111328125,0.42655267369995414,208.0,-11.0,27.88111114501953,0,1,1,0,0,0,0,0,0,0,0,0.1538461595773697,0.4399999976158142,1,0
Belgium,12,9,Stroll,Magnussen,18,2019,R,18,20,0.45,24.782848358154297,-701.6300048828125,0.4381983002557799,93.0,-1.0,21.238611221313477,0,1,1,0,0,0,0,0,0,0,0,0.5714285969734192,0.4000000059604645,1,0
Belgium,13,10,Kvyat,Magnussen,1,2019,R,26,20,0.5,-2268.255615234375,4480.01220703125,0.4046715539311289,90.0,-0.0,33.32722091674805,0,0,1,1,0,0,0,0,0,0,0,0.4583333432674408,0.36000001430511475,1,0
Belgium,14,9,Giovinazzi,Magnussen,1,2019,R,99,20,0.45,-2268.255615234375,4480.01220703125,0.4046715539311289,90.0,-1.3333358764648438,41.475276947021484,0,0,1,1,0,0,0,0,0,0,0,0.517241358757019,0.3199999928474426,1,0
Belgium,14,11,Albon,Magnussen,16,2019,R,23,20,0.55,370.2557678222656,-8378.4921875,0.39630490853864025,321.0,-12.0,134.63221740722656,0,0,1,1,0,0,0,0,0,0,0,0.3913043439388275,0.3199999928474426,1,0
Belgium,14,16,Gasly,Kubica,15,2019,R,10,88,0.8,-4336.47314453125,-13437.90234375,0.4816349975347349,261.0,-4.5666656494140625,138.07472229003906,0,0,0,1,1,0,0,0,0,0,0,0.9677419066429138,0.5483871102333069,1,1
Belgium,16,10,Ricciardo,Magnussen,9,2019,R,3,20,0.5,6124.01416015625,-13828.8994140625,0.47841044823595763,188.91666666666663,-2.0,40.10555648803711,0,0,1,1,0,0,0,0,0,0,0,0.6428571343421936,0.23999999463558197,1,0
Belgium,17,4,Vettel,Norris,16,2019,R,5,4,0.2,370.2557678222656,-8378.4921875,0.39630490853864025,321.0,-1.0,254.07000732421875,0,0,1,1,0,0,0,0,0,0,0,0.8888888955116272,0.10526315867900848,1,1
Belgium,17,12,Perez,Raikkonen,2,2019,R,11,7,0.6,2999.999267578125,504.4121398925781,0.3281772144436522,317.0,-2.850006103515625,53.55611038208008,0,0,0,1,1,0,0,0,0,0,0,0.931034505367279,0.46666666865348816,1,0
Belgium,17,13,Gasly,Raikkonen,14,2019,R,10,7,0.65,-2527.06591796875,-14855.037109375,0.19211664646362173,155.77083306666663,-9.0,68.25416564941406,0,0,0,1,1,0,0,0,0,0,0,0.8709677457809448,0.46666666865348816,1,0
Belgium,17,15,Hulkenberg,Russell,18,2019,R,27,63,0.75,24.782848358154297,-701.6300048828125,0.4381983002557799,93.0,-8.0,6.774166584014893,0,0,0,1,1,0,0,0,0,0,0,0.699999988079071,0.4333333373069763,1,1
Belgium,17,16,Stroll,Russell,16,2019,R,18,63,0.8,370.2557678222656,-8378.4921875,0.39630490853864025,321.0,-12.5916748046875,109.46639251708984,0,0,0,1,1,0,0,0,0,0,0,0.8125,0.4333333373069763,1,1
Belgium,18,11,Perez,Magnussen,19,2019,R,11,20,0.55,549.4779052734375,-386.9144592285156,0.04032189154602411,80.1333333333333,-8.599998474121094,77.36083221435547,0,0,1,1,0,0,0,0,0,0,0,0.8965517282485962,0.1599999964237213,1,0
Belgium,18,12,Gasly,Magnussen,10,2019,R,10,20,0.6,4679.7138671875,-8919.283203125,0.11375455061130736,261.0,-0.8541717529296875,106.71277618408203,0,0,1,1,0,0,0,0,0,0,0,0.8387096524238586,0.1599999964237213,1,0
Belgium,18,14,Hulkenberg,Raikkonen,3,2019,R,27,7,0.7,3817.088134765625,-223.75808715820312,0.06006422430626785,308.0,-9.0,11.078055381774902,0,0,0,1,1,0,0,0,0,0,0,0.6499999761581421,0.4333333373069763,1,0
Belgium,19,15,Stroll,Raikkonen,6,2019,R,18,7,0.75,7822.23583984375,-12185.4541015625,0.4524628897614338,155.69999999999996,-11.0,35.60444259643555,0,0,0,1,1,0,0,0,0,0,0,0.6875,0.4000000059604645,1,0
Belgium,20,6,Norris,Giovinazzi,12,2019,R,4,99,0.3,765.8057861328125,-12791.740234375,0.13798934999197032,172.20833066666668,-1.25,145.37388610839844,0,0,0,1,1,0,0,0,0,0,0,0.9599999785423279,0.3103448152542114,1,1
Belgium,20,13,Hulkenberg,Magnussen,9,2019,R,27,20,0.65,6124.01416015625,-13828.8994140625,0.47841044823595763,188.91666666666663,-2.0,67.59583282470703,0,0,1,1,0,0,0,0,0,0,0,0.550000011920929,0.07999999821186066,1,0
Belgium,21,5,Norris,Kvyat,19,2019,R,4,26,0.25,549.4779052734375,-386.9144592285156,0.04032189154602411,80.1333333333333,-1.8249969482421875,63.05027770996094,0,0,0,1,1,0,0,0,0,0,0,0.9200000166893005,0.125,1,1
Belgium,21,14,Stroll,Magnussen,4,2019,R,18,20,0.7,4054.815185546875,-1175.5828857421875,0.4427008497737532,311.1750015999999,-2.0,186.57943725585938,0,0,1,1,0,0,0,0,0,0,0,0.5625,0.03999999910593033,1,0
Belgium,24,9,Perez,Grosjean,18,2019,R,11,8,0.45,24.782848358154297,-701.6300048828125,0.4381983002557799,93.0,-13.0,18.2852783203125,0,0,0,1,1,0,0,0,0,0,0,0.6896551847457886,0.7037037014961243,1,1
Belgium,26,7,Perez,Ricciardo,18,2019,R,11,3,0.35,24.782848358154297,-701.6300048828125,0.4381983002557799,93.0,-0.6458282470703125,32.537498474121094,0,0,0,1,1,0,0,0,0,0,0,0.6206896305084229,0.4047619104385376,1,1
Belgium,27,12,Kvyat,Stroll,8,2019,R,26,18,0.6,4795.484375,-15569.1689453125,0.41076532481027284,111.0,-0.08333587646484375,35.71888732910156,0,1,0,0,1,0,0,0,0,0,0,0.8500000238418579,0.1875,1,1
Belgium,28,17,Magnussen,Kubica,1,2019,R,20,88,0.85,-2268.255615234375,4480.01220703125,0.4046715539311289,90.0,-1.8507461547851562,98.8405532836914,0,0,0,1,1,0,0,0,0,0,0,0.8333333134651184,0.09677419066429138,1,1
Belgium,32,2,Hamilton,Vettel,17,2019,R,44,5,0.1,1346.130126953125,-5851.3837890625,0.0075479770016703114,320.0,-8.0,179.51889038085938,0,0,0,1,1,0,0,0,0,0,0,0.5454545617103577,0.0555555559694767,1,1
Belgium,32,10,Albon,Gasly,16,2019,R,23,10,0.5,370.2557678222656,-8378.4921875,0.39630490853864025,321.0,-5.0,80.76611328125,0,1,0,0,1,0,0,0,0,0,0,0.5714285969734192,0.3870967626571655,1,1
Belgium,34,7,Kvyat,Ricciardo,13,2019,R,26,3,0.35,-711.81396484375,-12662.1513671875,0.285823811932329,181.93333333333334,-17.145828247070312,64.68416595458984,0,1,0,0,1,0,0,0,0,0,0,0.5,0.2142857164144516,1,1
Belgium,34,10,Gasly,Grosjean,15,2019,R,10,8,0.5,-4336.47314453125,-13437.90234375,0.4816349975347349,261.0,-3.0,34.1158332824707,0,0,0,1,1,0,0,0,0,0,0,0.32258063554763794,0.3333333432674408,1,1
Belgium,35,11,Giovinazzi,Grosjean,15,2019,R,99,8,0.55,-4336.47314453125,-13437.90234375,0.4816349975347349,261.0,-7.0,56.684165954589844,0,1,0,0,1,0,0,0,0,0,0,0.5714285969734192,0.29629629850387573,1,1
Belgium,37,7,Albon,Kvyat,12,2019,R,23,26,0.35,765.8057861328125,-12791.740234375,0.13798934999197032,172.20833066666668,-1.0,55.065555572509766,0,1,1,0,0,0,0,0,0,0,0,0.3333333432674408,0.3499999940395355,1,1
Belgium,37,10,Giovinazzi,Gasly,13,2019,R,99,10,0.5,-711.81396484375,-12662.1513671875,0.285823811932329,181.93333333333334,-3.35833740234375,43.35944366455078,0,1,0,0,1,0,0,0,0,0,0,0.4285714328289032,0.22580644488334656,1,1
Belgium,37,17,Raikkonen,Kubica,8,2019,R,7,88,0.85,4795.484375,-15569.1689453125,0.41076532481027284,111.0,-3.133331298828125,11.466666221618652,0,1,1,0,0,0,0,0,0,0,0,0.1538461595773697,0.5,0,1
Belgium,39,10,Gasly,Ricciardo,10,2019,R,10,3,0.5,4679.7138671875,-8919.283203125,0.11375455061130736,261.0,-10.0,107.66055297851562,0,0,0,1,1,0,0,0,0,0,0,0.16129031777381897,0.095238097012043,1,1
Belgium,40,11,Hulkenberg,Ricciardo,9,2019,R,27,3,0.55,6124.01416015625,-13828.8994140625,0.47841044823595763,188.91666666666663,-10.0,177.33555603027344,0,1,0,0,1,0,0,0,0,0,0,0.5416666865348816,0.0714285746216774,0,1
Belgium,40,12,Stroll,Ricciardo,19,2019,R,18,3,0.6,549.4779052734375,-386.9144592285156,0.04032189154602411,80.1333333333333,-0.7750015258789062,3.4363889694213867,0,1,0,0,1,0,0,0,0,0,0,0.6428571343421936,0.0714285746216774,1,1
Belgium,40,12,Hulkenberg,Grosjean,10,2019,R,27,8,0.6,4679.7138671875,-8919.283203125,0.11375455061130736,261.0,-0.0,67.79305267333984,0,1,0,0,1,0,0,0,0,0,0,0.5416666865348816,0.1111111119389534,0,1
Belgium,40,13,Stroll,Grosjean,13,2019,R,18,8,0.65,-711.81396484375,-12662.1513671875,0.285823811932329,181.93333333333334,-10.0,41.6886100769043,0,1,0,0,1,0,0,0,0,0,0,0.6428571343421936,0.1111111119389534,1,1
Belgium,41,14,Magnussen,Grosjean,4,2019,R,20,8,0.7,4054.815185546875,-1175.5828857421875,0.4427008497737532,311.1750015999999,-5.0,77.40249633789062,0,0,0,1,1,0,0,0,0,0,0,0.1111111119389534,0.07407407462596893,1,1
Belgium,44,5,Albon,Perez,9,2019,R,23,11,0.25,6124.01416015625,-13828.8994140625,0.47841044823595763,188.91666666666663,-17.767852783203125,89.83333587646484,0,1,0,0,1,0,0,0,0,0,0,0.0,0.0,1,1
Italy,2,4,Vettel,Hulkenberg,5,2019,R,5,27,0.2,7130.8720703125,15023.123046875,0.33820238327257574,186.6999978666667,-20.25,22.61250114440918,0,1,1,0,0,0,0,0,0,0,0,0.0,0.8275862336158752,0,0
Italy,3,8,Albon,Sainz,9,2019,R,23,55,0.4,2478.04150390625,5270.56201171875,0.05851860051625816,244.7750016,-18.0,136.40138244628906,0,1,1,0,0,0,0,0,0,0,0,0.7692307829856873,0.7777777910232544,0,0
Italy,3,8,Sainz,Albon,7,2019,R,55,23,0.4,10972.642578125,12648.357421875,0.08070356415725004,203.0,-27.26666259765625,21.45861053466797,0,1,1,0,0,0,0,0,0,0,0,0.7777777910232544,0.7692307829856873,0,0
Italy,5,5,Ricciardo,Hulkenberg,8,2019,R,3,27,0.25,2562.920166015625,6171.0234375,0.45298016822675513,202.20833066666668,-12.0,37.46611022949219,0,1,1,0,0,0,0,0,0,0,0,0.7333333492279053,0.7241379022598267,0,0
Italy,15,7,Albon,Giovinazzi,2,2019,R,23,99,0.35,-146.75457763671875,8474.9814453125,0.03843289745029958,105.0,-13.0,3.463611125946045,0,1,1,0,0,0,0,0,0,0,0,0.3076923191547394,0.2857142984867096,0,1
Italy,15,15,Verstappen,Raikkonen,4,2019,R,33,7,0.75,6808.6552734375,14630.75390625,0.1501173781133645,129.0,-4.73333740234375,69.83999633789062,0,1,0,0,1,0,0,0,0,0,0,0.4615384638309479,0.42307692766189575,1,1
Italy,18,13,Verstappen,Gasly,11,2019,R,33,10,0.65,-55.33073425292969,-5800.1669921875,0.26625792669172127,242.30357028571424,-15.899993896484375,79.51777648925781,0,1,0,0,1,0,0,0,0,0,0,0.3461538553237915,0.3571428656578064,1,1
Italy,22,3,Leclerc,Hulkenberg,7,2019,R,16,27,0.15,10972.642578125,12648.357421875,0.08070356415725004,203.0,-0.864288330078125,196.80221557617188,0,0,1,0,0,1,0,0,0,0,0,0.939393937587738,0.13793103396892548,1,0
Italy,23,4,Hamilton,Hulkenberg,10,2019,R,44,27,0.2,1890.1082763671875,4451.185546875,0.4237345576170704,271.27083733333336,-13.0,174.64138793945312,0,0,1,1,0,0,0,0,0,0,0,0.8666666746139526,0.1034482792019844,1,0
Italy,26,2,Leclerc,Ricciardo,4,2019,R,16,3,0.1,6808.6552734375,14630.75390625,0.1501173781133645,129.0,-3.8249969482421875,16.602222442626953,0,0,1,0,0,1,0,0,0,0,0,0.8181818127632141,0.03333333507180214,1,0
Italy,26,3,Hamilton,Ricciardo,8,2019,R,44,3,0.15,2562.920166015625,6171.0234375,0.45298016822675513,202.20833066666668,-19.283340454101562,95.36333465576172,0,0,1,1,0,0,0,0,0,0,0,0.7666666507720947,0.03333333507180214,1,0
Italy,32,11,Verstappen,Gasly,2,2019,R,33,10,0.55,-146.75457763671875,8474.9814453125,0.03843289745029958,105.0,-1.758331298828125,3.1694445610046387,0,0,1,1,0,0,0,0,0,0,0,0.7777777910232544,0.8333333134651184,0,1
Italy,33,14,Vettel,Russell,7,2019,R,5,63,0.7,10972.642578125,12648.357421875,0.08070356415725004,203.0,-3.3142852783203125,48.671112060546875,0,0,0,0,0,1,1,0,0,0,0,0.22857142984867096,0.6551724076271057,0,1
Singapore,7,13,Ricciardo,Stroll,8,2019,R,3,18,0.65,-9517.107421875,485.0157775878906,0.26231308847832163,78.0,-0.3166656494140625,17.183889389038086,0,0,0,1,1,0,0,0,0,0,0,0.7941176295280457,0.774193525314331,1,1
Singapore,10,12,Ricciardo,Kvyat,3,2019,R,3,26,0.6,-886.8078002929688,4127.07666015625,0.33592111596707164,92.9850755773375,-7.6785736083984375,46.54750061035156,0,0,0,1,1,0,0,0,0,0,0,0.7058823704719543,0.1666666716337204,1,1
Singapore,10,13,Stroll,Kvyat,21,2019,R,18,26,0.65,-2290.99755859375,-2382.002197265625,0.3812221675048905,171.4714258285714,-1.6041717529296875,41.744720458984375,0,0,0,1,1,0,0,0,0,0,0,0.6774193644523621,0.1666666716337204,1,1
Singapore,11,14,Perez,Kvyat,2,2019,R,11,26,0.7,-158.56326293945312,3644.214111328125,0.3147916857210752,144.312512,-1.2985076904296875,21.029722213745117,0,0,0,1,1,0,0,0,0,0,0,0.1538461595773697,0.0833333358168602,1,1
Singapore,17,15,Raikkonen,Kubica,17,2019,R,7,88,0.75,-6205.32666015625,-2313.67333984375,0.37510264957116674,159.5,-36.0,189.9227752685547,0,0,0,0,1,1,0,0,0,0,0,0.9428571462631226,0.5526315569877625,1,1
Singapore,17,16,Perez,Kubica,4,2019,R,11,88,0.8,-1085.952392578125,3089.476806640625,0.48788241537646776,217.0,-2.0,1057.251708984375,0,0,0,0,1,1,0,0,0,0,0,0.8666666746139526,0.5526315569877625,1,1
Singapore,17,17,Kvyat,Kubica,16,2019,R,26,88,0.85,-6383.16796875,-1511.12158203125,0.12050954938250812,105.0,-6.0,132.4088897705078,0,0,0,0,1,1,0,0,0,0,0,0.7916666865348816,0.5526315569877625,1,1
Singapore,23,10,Albon,Hulkenberg,17,2019,R,23,27,0.5,-6205.32666015625,-2313.67333984375,0.37510264957116674,159.5,-8.82501220703125,85.77610778808594,0,0,0,0,0,1,1,0,0,0,0,0.9268292784690857,0.37142857909202576,1,1
Singapore,23,14,Raikkonen,Grosjean,4,2019,R,7,8,0.7,-1085.952392578125,3089.476806640625,0.48788241537646776,217.0,-14.0,166.57249450683594,0,0,0,0,1,1,0,0,0,0,0,0.7714285850524902,0.0,1,1
Singapore,27,4,Vettel,Stroll,22,2019,R,5,18,0.2,587.6768798828125,-2658.6455078125,0.1913958491737449,209.0,-3.4499969482421875,86.25111389160156,0,0,0,0,1,1,0,0,0,0,0,0.8095238208770752,0.12903225421905518,1,1
Singapore,29,3,Vettel,Ricciardo,16,2019,R,5,3,0.15,-6383.16796875,-1511.12158203125,0.12050954938250812,105.0,-3.2375030517578125,48.83277893066406,0,0,0,0,1,1,0,0,0,0,0,0.761904776096344,0.14705882966518402,1,1
Singapore,29,5,Leclerc,Stroll,10,2019,R,16,18,0.25,-13236.0732421875,-1882.8096923828125,0.489746600188227,137.0,-1.0,4.355000019073486,0,0,0,0,1,1,0,0,0,0,0,0.7804877758026123,0.06451612710952759,1,1
Singapore,30,2,Vettel,Gasly,4,2019,R,5,10,0.1,-1085.952392578125,3089.476806640625,0.48788241537646776,217.0,-0.1374969482421875,42.86333465576172,0,0,0,0,0,1,1,0,0,0,0,0.738095223903656,0.0625,1,1
Singapore,30,6,Verstappen,Stroll,21,2019,R,33,18,0.3,-2290.99755859375,-2382.002197265625,0.3812221675048905,171.4714258285714,-3.9250030517578125,98.0794448852539,0,0,0,0,1,1,0,0,0,0,0,0.738095223903656,0.032258063554763794,1,1
Singapore,31,1,Vettel,Giovinazzi,21,2019,R,5,99,0.05,-2290.99755859375,-2382.002197265625,0.3812221675048905,171.4714258285714,-14.185714721679688,95.27388763427734,0,0,0,0,1,1,0,0,0,0,0,0.7142857313156128,0.0882352963089943,1,1
Singapore,31,4,Leclerc,Ricciardo,4,2019,R,16,3,0.2,-1085.952392578125,3089.476806640625,0.48788241537646776,217.0,-6.9499969482421875,77.96583557128906,0,0,0,0,1,1,0,0,0,0,0,0.7317073345184326,0.0882352963089943,1,1
Singapore,31,5,Verstappen,Ricciardo,6,2019,R,33,3,0.25,-5310.61962890625,517.8907470703125,0.30189174994769513,284.0,-5.842864990234375,82.48249816894531,0,0,0,0,1,1,0,0,0,0,0,0.7142857313156128,0.0882352963089943,1,1
Singapore,32,3,Leclerc,Gasly,12,2019,R,16,10,0.15,-12136.92578125,-3601.125,0.43540605903835905,199.0,-8.270828247070312,45.809722900390625,0,0,0,0,0,1,1,0,0,0,0,0.707317054271698,0.0,1,1
Singapore,32,4,Verstappen,Gasly,15,2019,R,33,10,0.2,-7330.4462890625,-1331.593505859375,0.31077629447825167,213.0,-1.9462432861328125,58.76944351196289,0,0,0,0,0,1,1,0,0,0,0,0.6904761791229248,0.0,1,1
Singapore,33,2,Leclerc,Giovinazzi,5,2019,R,16,99,0.1,-562.119873046875,325.75439453125,0.1507337965711004,158.0,-11.221435546875,52.13722229003906,0,0,0,0,1,1,0,0,0,0,0,0.6829268336296082,0.029411764815449715,1,1
Singapore,33,3,Verstappen,Giovinazzi,13,2019,R,33,99,0.15,-10760.1103515625,-4945.19287109375,0.2216412748805185,68.99166719999998,-7.416667938232422,52.23638916015625,0,0,0,0,1,1,0,0,0,0,0,0.6666666865348816,0.029411764815449715,1,1
Singapore,33,4,Hamilton,Giovinazzi,5,2019,R,44,99,0.2,-562.119873046875,325.75439453125,0.1507337965711004,158.0,-11.0,52.13722229003906,0,0,0,0,1,1,0,0,0,0,0,0.800000011920929,0.029411764815449715,1,1
Singapore,33,5,Hamilton,Ricciardo,23,2019,R,44,3,0.25,1185.111572265625,-1758.93994140625,0.037244362811567386,246.0874997333333,-16.316665649414062,60.258056640625,0,0,0,0,1,1,0,0,0,0,0,0.800000011920929,0.029411764815449715,1,1
Singapore,33,6,Bottas,Ricciardo,7,2019,R,77,3,0.3,-8287.0322265625,2196.8154296875,0.24532566433044195,128.47500159999998,-8.583335876464844,4.402777671813965,0,0,0,0,1,1,0,0,0,0,0,0.7179487347602844,0.029411764815449715,1,1
Singapore,33,7,Albon,Ricciardo,5,2019,R,23,3,0.35,-562.119873046875,325.75439453125,0.1507337965711004,158.0,-6.0,77.4352798461914,0,0,0,0,1,1,0,0,0,0,0,0.6829268336296082,0.029411764815449715,1,1
Singapore,34,5,Bottas,Giovinazzi,7,2019,R,77,99,0.25,-8287.0322265625,2196.8154296875,0.24532566433044195,128.47500159999998,-21.0,17.448888778686523,0,0,0,0,1,1,0,0,0,0,0,0.692307710647583,0.0,1,1
Singapore,34,6,Albon,Giovinazzi,17,2019,R,23,99,0.3,-6205.32666015625,-2313.67333984375,0.37510264957116674,159.5,-22.0,86.56361389160156,0,0,0,0,1,1,0,0,0,0,0,0.6585366129875183,0.0,1,1
Singapore,34,7,Ricciardo,Giovinazzi,14,2019,R,3,99,0.35,-9401.7421875,111.70972442626953,0.152617747014314,94.52301107333595,-78.0,26.443056106567383,0,0,0,1,1,0,0,0,0,0,0,0.0,0.0,1,1
Singapore,34,7,Hulkenberg,Giovinazzi,2,2019,R,27,99,0.35,-158.56326293945312,3644.214111328125,0.3147916857210752,144.312512,-28.142852783203125,6.3383331298828125,0,0,0,0,1,1,0,0,0,0,0,0.05714285746216774,0.0,1,1
